timestamp,point_id,temperature,pressure,flow_rate,level,gas_type,gas_concentration,risk_level,risk_level_name,message
2025-03-01 09:00:00,UTL005,34.84404812299338,0.95646622352253,114.64875299621346,39.19415022841303,CO,19.22004858013178,safe,安全,安全: 区域UTL，传感器UTL005。
2025-03-01 09:00:00,UTL006,63.60831390807451,1.166726024196433,82.00966038245315,50.29814984830875,CO,23.14297021951741,safe,安全,安全: 区域UTL，传感器UTL006。
2025-03-01 09:00:00,UTL007,73.48896056801351,1.0538096895016995,58.96080437774803,61.96632090470645,CO,23.696352160831538,safe,安全,安全: 区域UTL，传感器UTL007。
2025-03-01 09:00:00,UTL008,53.96750538130912,1.2133985709098845,91.89122602705646,59.62840728918701,NH₃,4.90173342206462,safe,安全,安全: 区域UTL，传感器UTL008。
2025-03-01 09:00:00,UTL009,65.26172736188715,0.9729084366265988,122.81808879823866,50.94419605771776,H₂S,1.95698646810207,safe,安全,安全: 区域UTL，传感器UTL009。
2025-03-01 09:00:00,UTL010,54.44506664709313,0.9176409230395198,85.43168507529708,47.252734875380014,H₂S,3.828540661081016,safe,安全,安全: 区域UTL，传感器UTL010。
2025-03-01 09:00:00,UTL011,46.67911207491739,0.9357636630501744,97.02414544739092,57.61666828502312,CO,16.15552125776061,safe,安全,安全: 区域UTL，传感器UTL011。
2025-03-01 09:00:00,UTL012,44.61751643675314,1.0092289711316524,110.55821437835516,39.22003538685996,CO,23.80641783976916,safe,安全,安全: 区域UTL，传感器UTL012。
2025-03-01 09:00:00,UTL013,59.9719370519915,0.7044354973774399,107.83097643878143,59.22235613716266,CO,16.245655392060968,safe,安全,安全: 区域UTL，传感器UTL013。
2025-03-01 09:00:00,UTL014,50.09252632179599,1.0239880879575882,107.15653652519416,53.2703089909937,NH₃,5.630080130519225,safe,安全,安全: 区域UTL，传感器UTL014。
2025-03-01 09:00:00,UTL015,65.07353154060682,1.0715838646167246,103.22681017603144,58.560454917772496,CO,19.84171605825399,safe,安全,安全: 区域UTL，传感器UTL015。
2025-03-01 09:00:00,UTL016,39.1612773699554,1.093599673526977,107.86088537131003,39.13140129914002,H₂S,1.12736742072118,safe,安全,安全: 区域UTL，传感器UTL016。
2025-03-01 09:00:00,UTL017,55.76069632263011,0.6452708713288761,105.30749229690304,51.090649700700055,NH₃,9.109303437676196,safe,安全,安全: 区域UTL，传感器UTL017。
2025-03-01 09:00:00,UTL018,38.678007792967975,0.7594617799825599,108.30391360369376,40.50564972416505,NH₃,11.709242889510262,safe,安全,安全: 区域UTL，传感器UTL018。
2025-03-01 09:00:00,UTL019,74.80529992244402,0.465167316177694,98.65062919804328,40.90424707794428,NH₃,10.419063186547133,safe,安全,安全: 区域UTL，传感器UTL019。
2025-03-01 09:00:00,UTL020,54.51660917967028,0.8467961580862459,99.928690852617,41.69961255744357,H₂S,1.279573770499114,safe,安全,安全: 区域UTL，传感器UTL020。
2025-03-01 09:00:05,PRO001,25.74805174482931,0.3343987122882367,47.98679133056936,34.5708132039564,H₂S,1.3506262893612533,safe,安全,安全: 区域PRO，传感器PRO001。
2025-03-01 09:00:05,PRO002,25.673070732570736,0.3792111578487423,31.75295277741843,64.98641639310142,H₂S,2.0620596756328564,danger,危险,传感器PRO002：H₂S浓度2.0620596756328564ppm，处于临界状态。
2025-03-01 09:00:05,PRO003,27.1532506337834,0.2209159262900566,25.06371476056623,37.31710243521927,CO,14.03225455353112,safe,安全,安全: 区域PRO，传感器PRO003。
2025-03-01 09:00:05,PRO004,28.712497724428488,0.3002404859888509,36.26447803664205,60.95726079807547,NH₃,10.284213923494896,warning,警告,
2025-03-01 09:00:05,PRO005,22.883423448355472,0.1671783633734052,30.0332171150736,40.61930941785448,NH₃,4.122858682001207,safe,安全,安全: 区域PRO，传感器PRO005。
2025-03-01 09:00:05,PRO006,28.42136632909829,0.3811904734389789,34.891484293122645,53.395184672095226,NH₃,12.192829798424922,safe,安全,安全: 区域PRO，传感器PRO006。
2025-03-01 09:00:05,PRO007,22.261383959850384,0.3292723343326308,42.11119985052561,33.869371190914826,NH₃,9.41899049058968,safe,安全,安全: 区域PRO，传感器PRO007。
2025-03-01 09:00:05,PRO008,26.18062645348199,0.3529082627077728,29.64544078394128,62.32356877753514,CO,7.708873025917853,safe,安全,安全: 区域PRO，传感器PRO008。
2025-03-01 09:00:05,PRO009,20.45136870746132,0.2387538462583175,35.28093211542639,32.30064351755426,NH₃,4.752463758880016,safe,安全,安全: 区域PRO，传感器PRO009。
2025-03-01 09:00:05,PRO010,21.03888508900833,0.2552490498421261,39.36417137405331,59.16567182411286,H₂S,4.476100075365466,safe,安全,安全: 区域PRO，传感器PRO010。
2025-03-01 09:00:05,PRO011,20.704842303313853,0.1659274313729723,44.777615066416686,40.18626580662805,CO,5.396062417722998,safe,安全,安全: 区域PRO，传感器PRO011。
2025-03-01 09:00:05,PRO012,30.06276442253672,0.2622433177266562,16.788002299024306,53.359278323106174,NH₃,7.962854063205123,safe,安全,安全: 区域PRO，传感器PRO012。
2025-03-01 09:00:05,PRO013,19.39031730578237,0.2825173794852007,23.34005463737793,38.31216374346227,CO,16.299546398238697,safe,安全,安全: 区域PRO，传感器PRO013。
2025-03-01 09:00:05,PRO014,20.260643833823195,0.2749088076351059,42.02487324362919,49.44542206347391,H₂S,2.966867083176728,safe,安全,安全: 区域PRO，传感器PRO014。
2025-03-01 09:00:05,PRO015,22.73107442275853,0.3592211981179145,19.250655837322,63.32066486412337,H₂S,2.442313529663269,safe,安全,安全: 区域PRO，传感器PRO015。
2025-03-01 09:00:05,REA001,112.9361173681428,1.0744245087073077,40.58052330307613,44.11610813662481,NH₃,10.760846774358727,warning,警告,传感器REA001：压力1.0744245087073077MPa，处于临界状态。
2025-03-01 09:00:05,REA002,129.12690444893008,2.158192698257644,74.03957981845686,37.657479168656586,NH₃,12.198941375357304,warning,警告,
2025-03-01 09:00:05,REA003,112.78174112760252,1.3366455871312504,48.915033569855446,40.70948119873944,CO,23.09391301329837,safe,安全,安全: 区域REA，传感器REA003。
2025-03-01 09:00:05,REA004,110.77733885851882,1.6685540239097143,65.07929955290103,41.79286889492504,CO,6.211931737338758,safe,安全,安全: 区域REA，传感器REA004。
2025-03-01 09:00:05,REA005,103.97595459486038,1.3066919616409902,51.36447508219703,47.935473893975,NH₃,6.688412511543039,safe,安全,安全: 区域REA，传感器REA005。
2025-03-01 09:00:05,REA006,96.4956557543578,1.558758629648544,70.28789078459104,41.2422315917719,H₂S,1.3187421754097537,safe,安全,安全: 区域REA，传感器REA006。
2025-03-01 09:00:05,REA007,99.58362624003448,1.7552307604643,72.86981112815054,39.65061674492855,H₂S,4.37819770819582,safe,安全,安全: 区域REA，传感器REA007。
2025-03-01 09:00:05,REA008,126.85326727261304,2.1405033814252943,47.42781440837181,53.392529863094325,NH₃,8.900386786821995,safe,安全,安全: 区域REA，传感器REA008。
2025-03-01 09:00:05,REA009,95.63833555158786,1.9840939901077828,58.38524768319756,38.46844160152288,H₂S,2.58,safe,安全,安全: 区域REA，传感器REA009。
2025-03-01 09:00:05,REA010,127.18327385746838,1.393,55.38403646360457,50.6716273568565,H₂S,4.078273734689644,safe,安全,安全: 区域REA，传感器REA010。
2025-03-01 09:00:05,REA011,100.2742566554196,2.108006159107151,62.358248863384674,37.63920988531984,CO,20.53541113977415,warning,警告,
2025-03-01 09:00:05,REA012,119.98617995885397,1.391042917974263,40.11396519676421,53.71503561446023,NH₃,9.920796561112184,safe,安全,安全: 区域REA，传感器REA012。
2025-03-01 09:00:05,REA013,98.8314210132946,1.9080987153779188,53.59540140211121,52.18244992928318,CO,24.32451692812275,warning,警告,
2025-03-01 09:00:05,REA014,126.11585074735451,1.97360113688133,62.89869023607822,53.76428010003008,CO,10.051687429583682,safe,安全,安全: 区域REA，传感器REA014。
2025-03-01 09:00:05,REA015,127.12524184371928,1.3513029259995175,68.11864509155463,43.48647750398615,H₂S,2.95570360619489,safe,安全,安全: 区域REA，传感器REA015。
2025-03-01 09:00:05,REA016,106.6605198109273,1.666067230661239,74.12688400211407,45.08639542213864,CO,23.38,warning,警告,
2025-03-01 09:00:05,REA017,94.76189536009926,1.840534566301112,76.49995156957871,48.60035287421753,H₂S,2.0822603796108035,warning,警告,传感器REA017：温度94.76189536009926度，处于临界状态。H₂S浓度2.0822603796108035ppm，处于临界状态。
2025-03-01 09:00:05,REA018,124.29667438564564,1.1387468793369504,63.43724333351741,47.81790209553555,H₂S,3.96167612903732,safe,安全,安全: 区域REA，传感器REA018。
2025-03-01 09:00:05,REA019,103.36500431012568,1.8826538896708296,42.90057721334906,38.664857805127234,CO,21.659711727182508,warning,警告,
2025-03-01 09:00:05,REA020,118.43764232729278,1.818350222412225,54.10452432702596,52.829967284568205,CO,7.112560414646582,warning,警告,传感器REA020：液位52.829967284568205%，处于临界状态。CO浓度7.112560414646582ppm，处于临界状态。
2025-03-01 09:00:05,REA021,130.62409935049013,2.431026117004295,76.10297565097999,44.51000403503304,CO,20.760370302308544,warning,警告,传感器REA021：压力2.431026117004295MPa，处于临界状态。
2025-03-01 09:00:05,REA022,106.58588852492709,1.4783179327646625,65.80482716063791,52.40127106141969,H₂S,4.251746416208378,safe,安全,安全: 区域REA，传感器REA022。
2025-03-01 09:00:05,REA023,129.3886016671284,1.033269713600455,69.90171920509702,37.48639870663124,H₂S,2.780536947632077,warning,警告,传感器REA023：压力1.033269713600455MPa，处于临界状态。液位37.48639870663124%，处于临界状态。
2025-03-01 09:00:05,REA024,126.71001632000976,1.2542262063501703,58.785859064192245,50.62144836005237,CO,14.627704901228473,warning,警告,
2025-03-01 09:00:05,REA025,129.11840594389236,1.3088928963147182,76.33008094657771,51.66715292680425,H₂S,2.004045001781156,warning,警告,传感器REA025：H₂S浓度2.004045001781156ppm，处于临界状态。
2025-03-01 09:00:05,RMS001,23.74491596601883,0.3628709398507137,21.509560650095217,55.95858590640076,H₂S,2.2820451383846336,warning,警告,传感器RMS001：H₂S浓度2.2820451383846336ppm，处于临界状态。
2025-03-01 09:00:05,RMS002,24.41504043898357,0.3880063431815405,38.73308067359897,46.81871352076401,CO,11.990084472667853,safe,安全,安全: 区域RMS，传感器RMS002。
2025-03-01 09:00:05,RMS003,20.06361176861136,0.2325927916979336,39.04539083678316,54.26784755131594,NH₃,9.681908019522124,safe,安全,安全: 区域RMS，传感器RMS003。
2025-03-01 09:00:05,RMS004,21.64352511184202,0.3431944797267014,37.47961465040586,35.18342210203353,NH₃,7.153855288251609,safe,安全,安全: 区域RMS，传感器RMS004。
2025-03-01 09:00:05,RMS005,24.31005531695344,0.1767559892696923,28.02549440705836,41.10948817439521,NH₃,2.949108430227711,safe,安全,安全: 区域RMS，传感器RMS005。
2025-03-01 09:00:05,RMS006,21.0122579942167,0.2656980272288394,14.227701737408246,42.47284648480571,CO,14.166363433864978,safe,安全,安全: 区域RMS，传感器RMS006。
2025-03-01 09:00:05,RMS007,24.47845528871993,0.3849819382400518,32.40305205776425,62.01645566778942,H₂S,2.2984362523717023,warning,警告,传感器RMS007：H₂S浓度2.2984362523717023ppm，处于临界状态。
2025-03-01 09:00:05,RMS008,20.315725819620628,0.2200188286314203,34.805071996125136,65.27226195118361,NH₃,7.80174176037091,safe,安全,安全: 区域RMS，传感器RMS008。
2025-03-01 09:00:05,RMS009,21.86579968756324,0.2229135763503221,36.87660670148623,62.776551348313845,CO,11.597842483096873,safe,安全,安全: 区域RMS，传感器RMS009。
2025-03-01 09:00:05,RMS010,26.196454819211084,0.3887045540143951,16.336291748401266,44.24914515706063,CO,16.155972101983366,safe,安全,安全: 区域RMS，传感器RMS010。
2025-03-01 09:00:05,RMS011,24.7933774394005,0.3419042817741181,25.94156417815064,44.6270608812348,NH₃,3.3805472185449648,safe,安全,安全: 区域RMS，传感器RMS011。
2025-03-01 09:00:05,RMS012,28.746067569885085,0.2851909106320171,22.302819869010115,46.19486681573812,CO,8.571091903551718,safe,安全,安全: 区域RMS，传感器RMS012。
2025-03-01 09:00:05,RMS013,22.82350404715081,0.3896174479564988,15.99663967222054,64.44628299741628,NH₃,8.774604417518459,safe,安全,安全: 区域RMS，传感器RMS013。
2025-03-01 09:00:05,RMS014,21.732193701978304,0.34475490907951,26.86078536112932,34.160046901102575,NH₃,5.1835394560002985,safe,安全,安全: 区域RMS，传感器RMS014。
2025-03-01 09:00:05,RMS015,21.310812238871065,0.2887860386844522,31.333885948869955,37.03116974818766,H₂S,1.6014768883703143,safe,安全,安全: 区域RMS，传感器RMS015。
2025-03-01 09:00:05,RMS016,30.63482085642275,0.2566227230903025,22.4432309685668,59.42640046191436,NH₃,12.060798181521507,warning,警告,传感器RMS016：温度30.63482085642275度，处于临界状态。
